117757,153,7,27,0,stone,iron
117758,150,11,19,0,stone,iron
117759,148,7,18,0,iron,wood
117760,154,18,27,0,iron,wood
117761,156,3,28,0,iron,stone
117762,157,2,33,0,iron,stone
117763,142,7,24,0,stone,iron
117764,141,19,20,0,iron,wood
117765,165,8,22,0,iron,stone
117766,168,10,54,10,iron,stone
117767,167,18,32,0,wood,iron
117768,170,1,49,9,iron,wood
117769,178,6,23,0,iron,wood
117770,173,10,18,0,wood,iron
117771,173,12,44,20,iron,stone
117772,178,8,35,0,iron,stone
117773,170,14,20,0,stone,wood
117774,163,14,45,20,stone,iron
117775,162,18,34,0,iron,wood
117776,174,12,18,0,wood,iron
117777,179,4,17,0,iron,wood
117778,167,5,22,0,stone,wood
117779,162,12,36,0,stone,iron
117780,164,1,47,9,stone,iron
117781,171,17,40,20,iron,stone
117782,175,11,35,0,iron,wood
117783,170,18,22,0,stone,iron
117784,166,10,33,0,wood,stone
117785,174,7,35,0,wood,iron
117786,177,2,14,7,stone,iron
117787,164,9,24,0,stone,iron
117788,167,10,21,0,wood,iron
117789,160,18,14,7,wood,iron
117790,171,4,52,10,iron,stone
117791,177,17,27,0,wood,stone
117792,172,3,11,7,stone,iron
117793,172,1,23,0,iron,wood
117794,171,12,36,0,stone,wood
117795,178,15,59,8,iron,wood
117796,175,6,54,10,wood,iron
117797,171,7,30,0,iron,wood
117798,176,18,31,0,stone,iron
117799,175,17,36,0,wood,stone
117800,171,15,31,0,iron,wood
117801,171,8,24,0,stone,wood
117802,171,9,28,0,stone,iron
117803,176,11,11,7,stone,iron
117804,179,6,29,0,stone,wood
117805,170,3,26,0,stone,wood
117806,161,16,19,0,wood,stone
117807,178,19,35,0,wood,iron
117808,174,10,34,0,wood,stone
117809,169,8,22,0,wood,iron
117810,162,4,7,20,iron,wood
117811,171,3,28,0,iron,stone
117812,179,18,23,0,iron,stone
117813,177,10,19,0,stone,wood
117814,179,19,22,0,iron,stone
117815,170,7,17,0,wood,stone
117816,160,4,18,0,wood,stone
117817,168,15,22,0,iron,wood
117818,179,5,25,0,stone,wood
117819,170,17,28,0,stone,wood
117820,174,11,31,0,iron,stone
117821,168,6,34,0,stone,wood
117822,167,0,36,0,iron,wood
117823,169,9,24,0,stone,iron
117824,173,7,34,0,stone,wood
117825,173,8,11,7,iron,stone
117826,196,3,5,20,iron,wood
117827,183,11,53,11,wood,iron
117828,194,8,10,20,wood,iron
117829,199,17,60,9,iron,stone
117830,196,12,24,0,wood,stone
117831,184,6,45,20,wood,iron
117832,194,12,41,20,wood,stone
117833,182,16,24,0,stone,iron
117834,184,1,34,0,stone,wood
117835,184,18,60,9,stone,wood
117836,180,3,35,0,stone,iron
117837,180,13,21,0,wood,iron
117838,184,2,41,20,stone,wood
117839,198,11,44,20,iron,wood
117840,195,11,28,0,iron,stone
117841,188,12,14,7,iron,stone
117842,192,15,24,0,wood,stone
117843,181,6,17,0,stone,iron
117844,184,14,23,0,iron,stone
117845,194,5,20,0,stone,iron
117846,187,15,41,20,iron,wood
117847,194,6,47,9,iron,wood
117848,188,5,47,9,wood,iron
117849,186,2,29,0,stone,iron
117850,193,16,28,0,iron,stone
117851,180,11,29,0,stone,wood
117852,189,2,22,0,wood,iron
117853,184,15,21,0,iron,stone
117854,195,0,36,0,iron,stone
117855,195,5,28,0,iron,wood
117856,181,5,24,0,wood,iron
117857,188,9,11,7,wood,iron
117858,193,19,12,7,wood,iron
117859,192,16,28,0,iron,stone
117860,193,12,36,0,iron,stone
117861,196,0,15,8,iron,wood
117862,182,3,27,0,iron,stone
117863,190,5,17,0,wood,stone
117864,184,11,20,0,iron,stone
117865,198,7,25,0,iron,wood
117866,199,15,27,0,stone,wood
117867,182,8,17,0,iron,wood
117868,180,1,21,0,wood,stone
117869,196,18,28,0,stone,iron
117870,216,16,2,20,wood,stone
117871,211,1,33,0,stone,iron
117872,205,10,34,0,stone,wood
117873,212,6,34,0,stone,iron
117874,210,9,38,20,iron,stone
117875,215,0,20,0,stone,wood
117876,204,6,3,20,iron,wood
117877,218,0,4,20,iron,stone
117878,208,17,46,20,wood,iron
117879,217,8,51,8,stone,iron
117880,205,9,20,0,stone,wood
117881,210,1,42,20,iron,stone
117882,204,15,19,0,wood,stone
117883,211,13,45,20,iron,stone
117884,214,19,35,0,wood,iron
117885,205,1,34,0,wood,stone
117886,216,9,28,0,wood,stone
117887,218,16,34,0,iron,wood
117888,216,4,52,10,stone,iron
117889,203,2,14,7,wood,iron
117890,217,7,24,0,stone,iron
117891,218,11,25,0,iron,wood
117892,208,15,18,0,stone,wood
117893,205,0,4,20,stone,iron
117894,204,9,33,0,wood,stone
117895,208,16,30,0,wood,stone
117896,207,3,27,0,stone,wood
117897,210,17,22,0,wood,stone
117898,205,11,17,0,wood,iron
117899,205,16,17,0,wood,stone
117900,215,12,32,0,stone,iron
117901,201,7,30,0,stone,iron
117902,213,0,29,0,wood,iron
117903,201,0,24,0,wood,iron
117904,216,13,25,0,iron,stone
117905,209,0,30,0,wood,iron
117906,208,3,17,0,iron,wood
117907,216,0,12,7,stone,iron
117908,201,16,31,0,stone,wood
117909,216,11,49,9,stone,wood
117910,207,10,36,0,iron,wood
117911,202,15,19,0,stone,iron
117912,237,15,40,20,wood,iron
117913,224,9,14,7,iron,stone
117914,222,14,28,0,stone,iron
117915,229,8,60,9,wood,stone
117916,222,18,59,8,iron,stone
117917,235,16,35,0,iron,stone
117918,233,11,57,8,iron,stone
117919,228,13,32,0,iron,stone
117920,233,15,23,0,iron,stone
117921,228,5,44,20,iron,stone
117922,226,3,14,7,iron,wood
117923,237,7,28,0,wood,stone
117924,231,16,56,10,stone,iron
117925,237,4,19,0,wood,stone
117926,229,18,36,0,iron,stone
117927,225,8,24,0,wood,stone
117928,223,11,30,0,iron,wood
117929,227,13,18,0,iron,stone
117930,223,6,35,0,stone,iron
117931,232,12,28,0,iron,wood
117932,234,14,52,10,stone,wood
117933,234,9,55,9,wood,iron
117934,226,16,29,0,stone,wood
117935,236,0,43,20,wood,iron
117936,226,17,27,0,stone,iron
117937,224,2,25,0,wood,iron
117938,229,3,27,0,iron,stone
117939,231,2,13,11,iron,wood
117940,239,7,18,0,stone,wood
117941,233,16,17,0,iron,stone
117942,224,16,28,0,wood,stone
117943,229,14,14,7,wood,iron
117944,229,11,59,8,wood,stone
117945,225,15,30,0,wood,iron
117946,226,15,25,0,stone,iron
117947,231,11,34,0,iron,stone
117948,221,13,31,0,iron,wood
117949,222,13,24,0,stone,wood
117950,228,1,28,0,iron,wood
117951,230,11,22,0,wood,iron
117952,228,3,34,0,iron,stone
117953,220,7,57,8,wood,iron
117954,222,10,18,0,wood,iron
117955,230,17,21,0,stone,wood
117956,231,17,27,0,iron,stone
117957,220,2,51,8,stone,iron
117958,227,8,29,0,wood,iron
117959,223,14,19,0,stone,iron
117960,226,14,25,0,iron,stone
117961,238,5,29,0,stone,wood
117962,259,11,57,8,iron,wood
117963,242,3,38,20,wood,iron
117964,251,15,11,7,wood,iron
117965,240,7,22,0,wood,iron
117966,244,14,18,0,stone,iron
117967,250,1,31,0,wood,iron
117968,250,18,45,20,iron,wood
117969,259,7,7,20,stone,wood
117970,259,16,11,7,wood,iron
117971,251,11,54,10,wood,stone
117972,249,6,40,20,stone,wood
117973,255,13,11,7,wood,iron
117974,253,3,36,0,wood,iron
117975,256,2,24,0,wood,iron
117976,248,12,14,7,wood,stone
117977,243,14,17,0,stone,iron
117978,242,8,59,8,iron,wood
117979,257,19,25,0,iron,stone
117980,243,6,21,0,stone,iron
117981,240,14,25,0,iron,stone
117982,245,11,22,0,stone,iron
117983,248,10,30,0,iron,wood
117984,250,7,32,0,iron,wood
117985,253,10,22,0,wood,iron
117986,243,0,12,7,stone,wood
117987,240,9,30,0,stone,wood
117988,259,1,11,7,wood,iron
117989,244,7,30,0,wood,stone
117990,245,19,36,0,stone,iron
117991,255,15,12,7,iron,stone
117992,256,11,26,0,stone,iron
117993,258,4,56,10,stone,iron
117994,253,15,20,0,stone,iron
117995,254,11,32,0,wood,iron
117996,255,2,55,9,wood,iron
117997,249,1,57,8,wood,iron
117998,255,11,30,0,wood,iron
117999,252,2,25,0,wood,iron
118000,251,1,23,0,wood,iron
118001,243,18,36,0,stone,wood
118002,246,17,53,11,stone,iron
118003,243,13,6,20,stone,iron
118004,251,17,17,0,iron,stone
118005,242,14,26,0,stone,wood
118006,253,4,54,10,wood,iron
118007,240,8,19,0,wood,stone
118008,243,19,31,0,iron,stone
118009,252,5,35,0,wood,iron
118010,241,15,30,0,stone,iron
118011,254,12,11,7,wood,stone
118012,241,3,24,0,stone,iron
118013,266,18,59,8,stone,wood
118014,263,6,25,0,wood,iron
118015,275,11,55,9,stone,wood
118016,278,10,16,13,stone,wood
118017,265,0,59,8,iron,wood
118018,274,7,11,7,iron,stone
118019,276,2,32,0,iron,stone
118020,277,3,28,0,iron,stone
118021,272,17,57,8,iron,stone
118022,271,0,18,0,iron,wood
118023,264,3,42,20,iron,stone
118024,267,14,28,0,stone,iron
118025,263,15,22,0,iron,stone
118026,277,0,13,11,stone,iron
118027,278,16,60,9,stone,iron
118028,279,7,22,0,wood,stone
118029,264,7,12,7,iron,stone
118030,271,11,18,0,iron,wood
118031,279,4,27,0,wood,iron
118032,277,7,34,0,wood,iron
118033,270,15,4,20,stone,wood
118034,278,15,22,0,stone,iron
118035,263,19,21,0,stone,iron
118036,273,3,41,20,iron,stone
118037,264,11,35,0,wood,stone
118038,262,7,18,0,stone,wood
118039,263,11,49,9,stone,wood
118040,276,19,20,0,wood,stone
118041,271,13,11,7,stone,iron
118042,266,17,30,0,iron,stone
118043,274,13,29,0,iron,wood
118044,262,4,26,0,stone,wood
118045,279,19,22,0,stone,iron
118046,271,9,17,0,wood,iron
118047,260,19,21,0,wood,stone
118048,271,18,24,0,wood,stone
118049,262,8,27,0,iron,wood
118050,269,9,32,0,stone,iron
118051,261,7,20,0,wood,iron
118052,265,9,24,0,wood,iron
118053,261,1,20,0,iron,wood
118054,268,2,52,10,stone,wood
118055,264,14,28,0,stone,iron
118056,270,8,26,0,wood,stone
118057,275,17,28,0,iron,stone
118058,267,7,18,0,wood,stone
118059,270,10,35,0,wood,stone
118060,276,16,27,0,stone,wood
118061,274,11,26,0,stone,wood
118062,268,14,32,0,stone,iron
118063,269,11,31,0,stone,iron
118064,289,13,57,8,wood,iron
118065,287,10,34,0,stone,iron
118066,284,12,47,9,iron,wood
118067,284,18,36,0,stone,iron
118068,297,11,9,20,wood,iron
118069,292,5,60,9,iron,stone
118070,297,3,6,20,stone,wood
118071,293,8,17,0,iron,wood
118072,283,15,16,13,wood,stone
118073,281,2,58,6,stone,iron
118074,280,18,1,20,iron,wood
118075,280,7,34,0,wood,stone
118076,283,11,19,0,wood,iron
118077,287,7,40,20,wood,stone
118078,299,15,16,13,iron,wood
118079,292,2,53,11,iron,stone
118080,290,13,24,0,iron,stone
118081,292,0,48,8,iron,stone
118082,288,18,30,0,stone,iron
118083,289,11,22,0,wood,iron
118084,288,8,30,0,iron,stone
118085,286,11,19,0,iron,wood
118086,296,5,21,0,iron,wood
118087,289,16,55,9,stone,wood
118088,293,19,22,0,iron,stone
118089,285,4,44,20,iron,wood
118090,294,14,28,0,wood,iron
118091,281,13,23,0,stone,iron
118092,292,11,30,0,wood,iron
118093,298,9,20,0,wood,stone
118094,294,16,37,20,iron,wood
118095,297,9,26,0,stone,iron
118096,294,11,12,7,wood,stone
118097,289,2,36,0,stone,wood
118098,284,14,36,0,iron,stone
118099,288,19,16,13,iron,stone
118100,281,6,45,20,wood,iron
118101,298,2,53,11,iron,stone
118102,285,0,12,7,iron,stone
118103,287,18,17,0,wood,stone
118104,287,11,22,0,wood,stone
118105,288,3,25,0,wood,stone
118106,288,12,29,0,iron,stone
118107,285,2,25,0,wood,stone
118108,288,16,18,0,iron,stone
118109,302,19,2,20,iron,wood
118110,304,15,17,0,iron,stone
118111,315,7,13,11,wood,iron
118112,315,2,1,20,stone,wood
118113,314,17,19,0,wood,iron
118114,317,19,28,0,iron,stone
118115,313,7,18,0,wood,iron
118116,308,15,36,0,iron,wood
118117,308,11,38,20,wood,stone
118118,315,3,28,0,iron,stone
118119,310,5,25,0,iron,stone
118120,305,8,28,0,stone,wood
118121,317,11,13,11,iron,stone
118122,313,14,55,9,stone,iron
118123,308,4,31,0,stone,wood
118124,304,12,16,13,wood,iron
118125,308,16,27,0,wood,iron
118126,312,5,16,13,stone,wood
118127,313,18,47,9,stone,wood
118128,303,15,25,0,wood,iron
118129,311,17,24,0,stone,wood
118130,316,3,17,0,stone,wood
118131,307,10,31,0,iron,stone
118132,300,9,29,0,iron,wood
118133,301,15,36,0,stone,iron
118134,318,2,25,0,stone,wood
118135,306,0,55,9,iron,stone
118136,304,11,22,0,stone,iron
118137,307,6,21,0,wood,stone
118138,318,14,27,0,wood,stone
118139,311,14,27,0,iron,wood
118140,301,1,31,0,stone,iron
118141,305,3,51,8,stone,iron
118142,304,3,27,0,iron,stone
118143,305,1,22,0,wood,iron
118144,313,8,36,0,stone,iron
118145,318,15,17,0,iron,wood
118146,312,9,30,0,stone,iron
118147,304,18,25,0,stone,wood
118148,312,7,18,0,iron,stone
118149,304,9,30,0,stone,iron
118150,300,10,20,0,iron,wood
118151,310,6,33,0,wood,stone
118152,309,17,32,0,stone,iron
118153,315,16,49,9,iron,wood
118154,304,2,36,0,wood,iron
118155,310,4,24,0,stone,wood
118156,312,15,27,0,stone,wood
118157,318,1,17,0,wood,stone
118158,315,10,20,0,iron,stone
118159,313,9,18,0,wood,iron
118160,308,7,59,8,stone,iron
118161,307,9,34,0,stone,wood
118162,319,10,19,0,iron,stone
118163,315,18,31,0,stone,wood
118164,309,15,14,7,wood,stone
118165,301,9,14,7,wood,stone
118166,329,10,1,20,iron,stone
118167,337,4,6,20,iron,wood
118168,336,3,27,0,stone,wood
118169,323,17,45,20,iron,stone
118170,324,0,37,20,iron,stone
118171,320,9,13,11,stone,wood
118172,328,17,36,0,iron,stone
118173,334,4,26,0,stone,iron
118174,325,4,41,20,iron,stone
118175,337,2,17,0,wood,stone
118176,325,5,27,0,iron,stone
118177,324,14,13,11,wood,stone
118178,339,16,35,0,iron,stone
118179,334,6,35,0,wood,iron
118180,333,18,42,20,stone,iron
118181,322,3,55,9,stone,iron
118182,333,7,47,9,stone,iron
118183,329,16,15,8,stone,iron
118184,324,18,30,0,wood,iron
118185,332,16,32,0,iron,wood
118186,321,18,36,0,wood,stone
118187,332,2,29,0,iron,wood
118188,335,15,47,9,wood,iron
118189,333,4,23,0,iron,wood
118190,331,1,22,0,stone,wood
118191,324,8,53,11,stone,iron
118192,320,7,20,0,wood,stone
118193,330,9,34,0,wood,stone
118194,325,16,30,0,wood,stone
118195,336,14,53,11,stone,wood
118196,339,4,19,0,stone,wood
118197,320,1,12,7,stone,wood
118198,330,3,14,7,stone,wood
118199,323,1,27,0,wood,iron
118200,335,7,26,0,stone,wood
118201,339,0,29,0,wood,stone
118202,331,16,19,0,stone,wood
118203,332,5,31,0,wood,stone
118204,334,15,20,0,wood,stone
118205,331,0,21,0,stone,wood
118206,332,10,21,0,iron,stone
118207,329,13,57,8,stone,iron
118208,330,19,36,0,wood,stone
118209,334,5,28,0,stone,iron
118210,334,16,34,0,wood,stone
118211,359,7,46,20,wood,iron
